No.	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	SRA_Run_URL	BioProject_URL	BioSample_URL	SRA_Experiment_URL	Download_URL	_source_line	_repair_note
1	SRR1165179	2015-01-01 00:00:00	2014-02-11 09:23:58	38048345	7684962219	38048345	201	3312		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/165/SRR1165179/SRR1165179.sralite.1	SRX467609	a comprehensive pineapple transcriptome	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	100	10	ILLUMINA	Illumina HiSeq 2000	SRP036877	PRJNA237705		237705	SRS555194	SAMN02639419	simple	4615	Ananas comosus	pineapple							no					COLLEGE OF HORTICULTURE, SCAU	SRA137711		public	9DB5C42A79CE167B505C268E78F7D4DB	1816C87465DE358AD81214519326ECF3	https://www.ncbi.nlm.nih.gov/sra/?term=SRR1165179	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA237705	https://www.ncbi.nlm.nih.gov/biosample/SAMN02639419	https://www.ncbi.nlm.nih.gov/sra/?term=SRX467609	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/165/SRR1165179/SRR1165179.sralite.1	11	
2	SRR27896194	2024-08-21 13:21:36	2024-02-07 00:03:43	85933099	12220763119	85933099	142	4544		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896194/SRR27896194.lite.1	SRX23556455	GSM8066878	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402754	SAMN39849204	simple	3702	Arabidopsis thaliana	GSM8066878							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	BE2FB1D3DCC685F7019F5564CB35FE4E	6B92F03C570FA16C58B0A8ABA1293868	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896194	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849204	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556455	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896194/SRR27896194.lite.1	728	
3	SRR27896195	2024-08-21 13:21:36	2024-02-07 00:02:36	70017442	10317227376	70017442	147	3930		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896195/SRR27896195.lite.1	SRX23556454	GSM8066877	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402753	SAMN39849205	simple	3702	Arabidopsis thaliana	GSM8066877							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	AB0095E8E8A8C3D064343C2C84BEF649	3EBC3920392C2D626324A1B3AE99275C	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896195	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849205	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556454	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896195/SRR27896195.lite.1	729	
4	SRR27896196	2024-08-21 13:21:35	2024-02-07 00:03:18	69379210	10083312488	69379210	145	3817		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896196/SRR27896196.lite.1	SRX23556453	GSM8066876	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402752	SAMN39849206	simple	3702	Arabidopsis thaliana	GSM8066876							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	0C7D947B4FE067B767DD61A3B7525640	031F5A457C137A600ED7CE4147178957	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896196	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849206	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556453	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896196/SRR27896196.lite.1	730	
5	SRR27896197	2024-08-21 13:21:35	2024-02-07 00:06:53	65847909	9877186350	65847909	150	3066		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896197/SRR27896197.lite.1	SRX23556452	GSM8066875	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402751	SAMN39849207	simple	3702	Arabidopsis thaliana	GSM8066875							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	F2684AB32F7B91CEB1F8CC11B74C3D60	4F03F1F5EDAE445FE715AC1FCF7FC315	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896197	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849207	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556452	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896197/SRR27896197.lite.1	732	
6	SRR27896198	2024-08-21 13:21:35	2024-02-07 00:03:28	74278257	10356263679	74278257	139	4344		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896198/SRR27896198.lite.1	SRX23556451	GSM8066874	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402750	SAMN39849208	simple	3702	Arabidopsis thaliana	GSM8066874							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	2440FB8F91D33107CDF687227DDFF33F	8D7235EE94911DD43FD73EF42EBA300E	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896198	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849208	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556451	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896198/SRR27896198.lite.1	733	
7	SRR27896199	2024-08-21 13:21:35	2024-02-07 00:05:55	53568176	7905219224	53568176	147	3640		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896199/SRR27896199.lite.1	SRX23556450	GSM8066873	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402749	SAMN39849209	simple	3702	Arabidopsis thaliana	GSM8066873							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	BC61FF28B2DD400E0D65999DF171A65C	301945BEBD2BABD00BC86B9D8558A225	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896199	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849209	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556450	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896199/SRR27896199.lite.1	734	
8	SRR27896200	2024-08-21 13:21:35	2024-02-07 00:12:42	70475077	10472058248	70475077	148	4746		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896200/SRR27896200.lite.1	SRX23556449	GSM8066872	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402748	SAMN39849210	simple	3702	Arabidopsis thaliana	GSM8066872							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	4792F9858C1EC4CCB26926769317514E	7BDFEDB3FE97595FC2E0FEAD279F7763	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896200	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849210	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556449	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896200/SRR27896200.lite.1	735	
9	SRR27896201	2024-08-21 13:21:35	2024-02-07 00:03:33	60234619	9035192850	60234619	150	2783		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896201/SRR27896201.lite.1	SRX23556448	GSM8066871	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402747	SAMN39849211	simple	3702	Arabidopsis thaliana	GSM8066871							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	B5E4D6D6CEAD99E25EB066A0AEC14EEE	80658AFE8234A20E3B083A9C95B5E8EF	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896201	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849211	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556448	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896201/SRR27896201.lite.1	736	
10	SRR27896202	2024-08-21 13:21:35	2024-02-07 00:10:25	61921639	8891880732	61921639	143	3417		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896202/SRR27896202.lite.1	SRX23556447	GSM8066870	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402746	SAMN39849212	simple	3702	Arabidopsis thaliana	GSM8066870							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	584393ABE81A6242B5158EF49E6CF7E5	17805AFDD7866BAB9F09BDD839A05162	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896202	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849212	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556447	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896202/SRR27896202.lite.1	737	
11	SRR27896203	2024-08-21 13:21:34	2024-02-07 00:06:52	64019897	8865069861	64019897	138	3435		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896203/SRR27896203.lite.1	SRX23556446	GSM8066869	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402745	SAMN39849213	simple	3702	Arabidopsis thaliana	GSM8066869							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	FD586983777040F3EDD9F10725A63B4F	38796613041E5EFFBED2F8DE3DDEC89D	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896203	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849213	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556446	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896203/SRR27896203.lite.1	738	
12	SRR27896204	2024-08-21 13:21:34	2024-02-07 00:10:14	65090156	9651931761	65090156	148	3822		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896204/SRR27896204.lite.1	SRX23556445	GSM8066868	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402744	SAMN39849214	simple	3702	Arabidopsis thaliana	GSM8066868							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	7A92B01E5834C48F47D96BA70D36FEDF	99A23E5E3352BFB573BED81C41F5A321	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896204	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849214	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556445	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896204/SRR27896204.lite.1	739	
13	SRR27896205	2024-08-21 13:21:34	2024-02-07 00:03:32	49805975	7300896466	49805975	146	2951		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896205/SRR27896205.lite.1	SRX23556444	GSM8066867	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402743	SAMN39849215	simple	3702	Arabidopsis thaliana	GSM8066867							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	4416E1FB9FD2F3C48D3C8656F660902B	FAE2A6A1D6F575D5EE13A704D4415823	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896205	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849215	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556444	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896205/SRR27896205.lite.1	740	
14	SRR27896206	2024-08-21 13:21:34	2024-02-07 00:10:16	79191328	11715965091	79191328	147	4463		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896206/SRR27896206.lite.1	SRX23556443	GSM8066866	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402742	SAMN39849216	simple	3702	Arabidopsis thaliana	GSM8066866							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	2B290BFCA80B27C7EF08C3EBE3B35382	07151E95FD1B388A7E3AD53DD48F4F02	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896206	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849216	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556443	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896206/SRR27896206.lite.1	741	
15	SRR27896207	2024-08-21 13:21:36	2024-02-07 00:04:27	59902988	8536209778	59902988	142	3240		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896207/SRR27896207.lite.1	SRX23556442	GSM8066865	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402741	SAMN39849217	simple	3702	Arabidopsis thaliana	GSM8066865							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	9CACDDD5F91FA4318F879B511FEC2CD1	2459E33AC475336E14FC80CAAEF38AAE	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896207	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849217	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556442	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896207/SRR27896207.lite.1	742	
16	SRR27896208	2024-08-21 13:21:36	2024-02-07 00:05:43	66490499	9880930950	66490499	148	3963		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896208/SRR27896208.lite.1	SRX23556441	GSM8066864	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402740	SAMN39849218	simple	3702	Arabidopsis thaliana	GSM8066864							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	695B56EB651A7CB79DD80A1FAA2DD3E0	2FD8424F3636A37307C960CF1D3B9DC8	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896208	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849218	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556441	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896208/SRR27896208.lite.1	743	
17	SRR27896209	2024-08-21 13:21:36	2024-02-07 00:07:28	67623898	9401436718	67623898	139	3892		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896209/SRR27896209.lite.1	SRX23556440	GSM8066863	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402739	SAMN39849219	simple	3702	Arabidopsis thaliana	GSM8066863							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	604800D852DCB0339EE0493575F74754	BAAC9BE6BED123BE33CC1F696B4CF715	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896209	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849219	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556440	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896209/SRR27896209.lite.1	745	
18	SRR27896210	2024-08-21 13:21:35	2024-02-07 00:03:47	48983546	7047478085	48983546	143	2963		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896210/SRR27896210.lite.1	SRX23556439	GSM8066862	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402738	SAMN39849220	simple	3702	Arabidopsis thaliana	GSM8066862							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	1317A2E56C06A1F394C4E4B3152A7A34	D261693708EE4B42B7BF1634EC31107C	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896210	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849220	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556439	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896210/SRR27896210.lite.1	746	
19	SRR27896211	2024-08-21 13:21:34	2024-02-07 00:06:18	70454063	9636040598	70454063	136	4122		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896211/SRR27896211.lite.1	SRX23556438	GSM8066861	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP488569	PRJNA1074004	3	1074004	SRS20402737	SAMN39849221	simple	3702	Arabidopsis thaliana	GSM8066861							no					FACULTY OF NATURAL SCIENCES; INSTITUTE OF BIOLOGY, BIOTECHNOLOGY AND ENVIRONMENTAL PROTECTION, UNIVERSITY OF SILESIA	SRA1798980		public	B6E5BFD6166920C508AFB6EA8E8FF2AB	66A01C04298D7E0F921E04B425815ABB	https://www.ncbi.nlm.nih.gov/sra/?term=SRR27896211	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1074004	https://www.ncbi.nlm.nih.gov/biosample/SAMN39849221	https://www.ncbi.nlm.nih.gov/sra/?term=SRX23556438	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27896/SRR27896211/SRR27896211.lite.1	747	
20	SRR31049256	2025-07-22 03:47:44	2024-10-20 09:34:15	22020357	6606107100	22020357	300	2020		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR031/31049/SRR31049256/SRR31049256.lite.1	SRX26433782	S279	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP539641	PRJNA1173958		1173958	SRS22950548	SAMN44323279	simple	3702	Arabidopsis thaliana	pER8-LEC2-lbd16-2-R3							no					SHANDONG AGRICULTURAL UNIVERSITY	SRA1993184		public	0D352BAF0C7B2CD16C7FA6FEF96BF7FC	672ADE153DB3FD1B040801651580D8B0	https://www.ncbi.nlm.nih.gov/sra/?term=SRR31049256	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1173958	https://www.ncbi.nlm.nih.gov/biosample/SAMN44323279	https://www.ncbi.nlm.nih.gov/sra/?term=SRX26433782	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR031/31049/SRR31049256/SRR31049256.lite.1	798	
21	SRR31049257	2025-07-22 03:47:44	2024-10-20 09:34:38	22845666	6853699800	22845666	300	2148		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR031/31049/SRR31049257/SRR31049257.lite.1	SRX26433781	S278	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP539641	PRJNA1173958		1173958	SRS22950547	SAMN44323278	simple	3702	Arabidopsis thaliana	pER8-LEC2-lbd16-2-R2							no					SHANDONG AGRICULTURAL UNIVERSITY	SRA1993184		public	869555509F440FDDA607DEC77EEB7177	9AF96E05362A3FC2EDA7FCDF2C39D2CC	https://www.ncbi.nlm.nih.gov/sra/?term=SRR31049257	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1173958	https://www.ncbi.nlm.nih.gov/biosample/SAMN44323278	https://www.ncbi.nlm.nih.gov/sra/?term=SRX26433781	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR031/31049/SRR31049257/SRR31049257.lite.1	800	
22	SRR31049258	2025-07-22 03:47:44	2024-10-20 09:35:40	23068880	6920664000	23068880	300	2192		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR031/31049/SRR31049258/SRR31049258.lite.1	SRX26433780	S277	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP539641	PRJNA1173958		1173958	SRS22950546	SAMN44323277	simple	3702	Arabidopsis thaliana	pER8-LEC2-lbd16-2-R1							no					SHANDONG AGRICULTURAL UNIVERSITY	SRA1993184		public	FFD81C0BFCB38D26E325484F996583BC	07195D2F6B4189F6BAF4D28FCA46B8DF	https://www.ncbi.nlm.nih.gov/sra/?term=SRR31049258	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1173958	https://www.ncbi.nlm.nih.gov/biosample/SAMN44323277	https://www.ncbi.nlm.nih.gov/sra/?term=SRX26433780	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR031/31049/SRR31049258/SRR31049258.lite.1	801	
23	SRR31049259	2025-07-22 03:47:44	2024-10-20 09:35:35	21203918	6361175400	21203918	300	2005		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR031/31049/SRR31049259/SRR31049259.lite.1	SRX26433779	S276	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP539641	PRJNA1173958		1173958	SRS22950545	SAMN44323276	simple	3702	Arabidopsis thaliana	pER8-LEC2-R3							no					SHANDONG AGRICULTURAL UNIVERSITY	SRA1993184		public	63CE96FD94A85C2AA70C0F4955C4A95B	B31134F20F8A87B6219F07C07F1189C2	https://www.ncbi.nlm.nih.gov/sra/?term=SRR31049259	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1173958	https://www.ncbi.nlm.nih.gov/biosample/SAMN44323276	https://www.ncbi.nlm.nih.gov/sra/?term=SRX26433779	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR031/31049/SRR31049259/SRR31049259.lite.1	802	
